,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
682,Самолет Плюс Москва ЦАО,real_estate_agent,https://www.cian.ru/sale/flat/299878259/,Москва,sale,flat,19,23,1,44.9,-1,0,18200000,Свиблово,Сельскохозяйственная ,38к2,Ботанический сад,LIFE-Ботанический сад
683,Альбина Салякаева,realtor,https://www.cian.ru/sale/flat/300961486/,Москва,sale,flat,10,39,1,36.8,-1,0,18400000,Западное Дегунино,Ильменский проезд,14к3,Селигерская,Селигер Сити
684,NEWPOLIS,real_estate_agent,https://www.cian.ru/sale/flat/300252607/,Москва,sale,flat,19,22,1,47.2,-1,0,18833000,Черемушки, Каховка,31,Зюзино,
685,Елена Фирсова,realtor,https://www.cian.ru/sale/flat/301320415/,Москва,sale,flat,10,13,1,40.0,-1,0,18700000,Покровское-Стрешнево,Волоколамское шоссе,71к2,Спартак,Город на Реке Тушино-2018
686,Дарья Базылева,realtor,https://www.cian.ru/sale/flat/300241514/,Москва,sale,flat,18,20,1,34.2,-1,0,18700000,Алексеевский,Новоалексеевская ,16к4,Алексеевская,Серебряный фонтан
687,Гильдия Риэлторов Москвы,real_estate_agent,https://www.cian.ru/sale/flat/301175786/,Москва,sale,flat,6,28,1,34.0,-1,0,18990000,Лефортово,проезд Невельского,1к4,Авиамоторная,Символ
688,Андрей Елисеев,realtor,https://www.cian.ru/sale/flat/301218140/,Москва,sale,flat,15,31,1,38.0,-1,0,19500000,Можайский, Петра Алексеева,14,Давыдково,КутузовGRAD II
689,ID 50427163,realtor,https://www.cian.ru/sale/flat/299845470/,Москва,sale,flat,13,31,1,38.0,-1,0,19400000,Можайский, Петра Алексеева,14,Давыдково,КутузовGRAD II
690,ID 47241,realtor,https://www.cian.ru/sale/flat/301455273/,Москва,sale,flat,5,5,1,35.0,-1,0,19990000,Пресненский,1-й Красногвардейский проезд,4кАс1,Деловой центр,
691,Метр-Инфо,real_estate_agent,https://www.cian.ru/sale/flat/300176709/,Москва,sale,flat,2,29,1,49.0,-1,0,19990000,Даниловский, Виктора Маслова,2,Автозаводская,RiverSky
692,Дарья Румянцева,realtor,https://www.cian.ru/sale/flat/299019109/,Москва,sale,flat,10,25,1,31.2,-1,0,20000000,Аэропорт,Ленинградский проспект,36с40,Динамо,ВТБ Арена парк
693,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/299002987/,Москва,sale,flat,3,8,1,34.5,-1,0,20500000,Даниловский,проспект Лихачева,10к4,Технопарк,Квартал на набережной NOW
694,ID 33515281,unknown,https://www.cian.ru/sale/flat/300281966/,Москва,sale,flat,6,29,1,37.0,-1,0,20900000,Хорошево-Мневники,Шелепихинская набережная,40к3,Хорошёвская,Sydney City
695,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/300114416/,Москва,sale,flat,3,30,1,41.1,-1,0,21200000,Можайский, Петра Алексеева,14,Давыдково,КутузовGRAD II
696,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/299924739/,Москва,sale,flat,14,16,1,39.7,-1,0,21500000,Свиблово,Лазоревый проезд,1Ак1,Ботанический сад,LIFE-Ботанический сад
697,Дарья Румянцева,realtor,https://www.cian.ru/sale/flat/301013045/,Москва,sale,flat,11,15,1,35.1,-1,0,21500000,Аэропорт,Ленинградский проспект,36с39,,ВТБ Арена парк
698,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/298875829/,Москва,sale,flat,9,17,1,46.4,-1,0,21900000,Лефортово,Солдатский переулок,10,Лефортово,Лефорт
699,ID 41053596,real_estate_agent,https://www.cian.ru/sale/flat/301620087/,Москва,sale,flat,4,18,1,38.0,-1,0,21990000,Алексеевский,Новоалексеевская ,16к4,Алексеевская,Серебряный фонтан
700,KINS Group,real_estate_agent,https://www.cian.ru/sale/flat/295715281/,Москва,sale,flat,18,29,1,36.0,-1,0,22000000,Филевский парк,Береговой проезд,3,Фили,Береговой
701,Екатерина Щетенкова,realtor,https://www.cian.ru/sale/flat/298707230/,Москва,sale,flat,18,22,1,40.0,-1,0,21900000,Хорошево-Мневники,3-я Хорошевская ,17А,Народное Ополчение,
702,Иван Копцев,realtor,https://www.cian.ru/sale/flat/299202447/,Москва,sale,flat,9,31,1,37.4,-1,0,22500000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
703,ID 54291,realtor,https://www.cian.ru/sale/flat/288093772/,Москва,sale,flat,5,18,1,45.0,-1,0,22550000,Филевский парк,Береговой проезд,5к2,Фили,Фили Град
704,Business Leader,real_estate_agent,https://www.cian.ru/sale/flat/296959546/,Москва,sale,flat,3,52,1,30.0,-1,0,23000000,Раменки,Мичуринский проспект,56,Раменки,"Небо — Небоскребы на Мичуринском, 56"
705,ID 98359376,homeowner,https://www.cian.ru/sale/flat/301635986/,Москва,sale,flat,8,23,1,62.0,-1,0,23200000,Крылатское,Рублевское шоссе,70к6,Крылатское,Крылатский
706,MFC Capital,real_estate_agent,https://www.cian.ru/sale/flat/301131065/,Москва,sale,flat,9,22,1,42.3,-1,0,23000000,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ
707,МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/300878066/,Москва,sale,flat,4,9,1,32.2,-1,0,23300000,Якиманка, Большая Якиманка,54,Октябрьская,
708,Дарья Румянцева,realtor,https://www.cian.ru/sale/flat/301013115/,Москва,sale,flat,11,15,1,39.8,-1,0,23500000,Аэропорт,Ленинградский проспект,36с39,,ВТБ Арена парк
709,DOMinno,real_estate_agent,https://www.cian.ru/sale/flat/301490797/,Москва,sale,flat,38,57,1,35.0,-1,0,23990000,Хорошево-Мневники, Народного Ополчения,15К3,Народное Ополчение,Wellton Towers
710,Премиум Сервис,real_estate_agent,https://www.cian.ru/sale/flat/300644939/,Москва,sale,flat,9,29,1,35.4,-1,0,25650000,Хорошево-Мневники,Шелепихинская набережная,34к4,Шелепиха,Сердце Столицы
711,Екатерина Щетенкова,realtor,https://www.cian.ru/sale/flat/300563521/,Москва,sale,flat,6,22,1,39.0,-1,0,25800000,Хорошевский, Зорге,9Ак1,Зорге,
712,Вадим Кронберг,realtor,https://www.cian.ru/sale/flat/300678338/,Москва,sale,flat,13,29,1,40.0,-1,0,26000000,Даниловский, Виктора Маслова,2,Автозаводская,RiverSky
713,Karlson Realty,real_estate_agent,https://www.cian.ru/sale/flat/299466433/,Москва,sale,flat,2,13,1,37.3,-1,0,25990000,Раменки,Винницкая ,8к3,Раменки,Настоящее
714,Оптима МСК,official_representative,https://www.cian.ru/sale/flat/300978998/,Москва,sale,flat,4,4,1,38.3,-1,0,26810000,Мещанский,Олимпийский проспект,12,Цветной бульвар,Sole Hills
715,Екатерина Щетенкова,realtor,https://www.cian.ru/sale/flat/300914382/,Москва,sale,flat,18,22,1,50.5,-1,0,28500000,Хорошево-Мневники,3-я Хорошевская ,17А,Народное Ополчение,
716,РОСТ-РИЕЛТ на Таганской,real_estate_agent,https://www.cian.ru/sale/flat/299005437/,Москва,sale,flat,2,40,1,40.1,-1,0,29000000,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
717,ID 116194198,realtor,https://www.cian.ru/sale/flat/301646859/,Москва,sale,flat,11,15,1,42.0,-1,0,29490000,Раменки,Винницкая ,8к4,Раменки,Настоящее
718,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/297195040/,Москва,sale,flat,7,18,1,47.0,-1,0,31000000,Раменки, Янковского,1к3,Аминьевская,Событие
719,Яна Усманова,realtor,https://www.cian.ru/sale/flat/301530839/,Москва,sale,flat,4,26,1,42.6,-1,0,30990000,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
720,FIVE Realty,real_estate_agent,https://www.cian.ru/sale/flat/300584442/,Москва,sale,flat,9,42,1,40.5,-1,0,31500000,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
721,ID 219307,realtor,https://www.cian.ru/sale/flat/301271128/,Москва,sale,flat,8,22,1,60.8,-1,0,32500000,Пресненский,Шмитовский проезд,16С2,Улица 1905 года,Шмитовский 16
722,ЖИR Private,real_estate_agent,https://www.cian.ru/sale/flat/301157443/,Москва,sale,flat,11,41,1,67.1,-1,0,33000000,Хорошево-Мневники,Шелепихинская набережная,34к6,Шелепиха,Сердце Столицы
723,ID 13516,realtor,https://www.cian.ru/sale/flat/301609572/,Москва,sale,flat,14,25,1,46.7,-1,0,37900000,Очаково-Матвеевское,Нежинская ,3А,Матвеевская,
724,RND,real_estate_agent,https://www.cian.ru/sale/flat/300549135/,Москва,sale,flat,8,11,1,46.4,-1,0,46000000,Дорогомилово,Кутузовский проспект,12,Киевская,Кутузовский XII
725,Авеню-Мск,real_estate_agent,https://www.cian.ru/sale/flat/297235603/,Москва,sale,flat,6,6,1,55.0,-1,0,49990000,Басманный,Мясницкая ,24/7С3,Тургеневская,Metropolis Loft
726,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/298922993/,Москва,sale,flat,4,21,1,54.0,-1,0,54000000,Пресненский, Костикова,4к2,Улица 1905 года,Lucky
727,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/296576457/,Москва,sale,flat,24,85,1,92.0,-1,0,60500000,Пресненский,1-й Красногвардейский проезд,21с1,Деловой центр,
728,Правовой центр жилья-эстейт,real_estate_agent,https://www.cian.ru/sale/flat/298974805/,Москва,sale,flat,8,12,1,80.2,-1,0,98000000,Хамовники, Ефремова,10к2,Фрунзенская,
729,Владис,real_estate_agent,https://www.cian.ru/sale/flat/299098691/,Москва,sale,flat,1,5,1,13.1,-1,0,3900000,Пресненский,Стрельбищенский переулок,22А,Москва-Сити,
730,ID 288197,realtor,https://www.cian.ru/sale/flat/298094795/,Москва,sale,flat,2,5,1,56.6,-1,0,3950000,,,,,
731,Владис,real_estate_agent,https://www.cian.ru/sale/flat/299098694/,Москва,sale,flat,1,5,1,15.6,-1,0,4300000,Пресненский,Стрельбищенский переулок,22А,Москва-Сити,
732,СЛУЖБА 925,real_estate_agent,https://www.cian.ru/sale/flat/293949247/,Москва,sale,flat,5,5,-1,81.9,-1,0,4300000,Даниловский,Малая Тульская ,2/1К22,Тульская,
733,Владис,real_estate_agent,https://www.cian.ru/sale/flat/299098689/,Москва,sale,flat,1,5,1,17.1,-1,0,4500000,Пресненский,Стрельбищенский переулок,22А,Москва-Сити,
734,ХОРЕКА ИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/301564205/,Москва,sale,flat,4,5,1,18.8,-1,0,4700000,Перово, 2-я Энтузиастов,5,Авиамоторная,
735,ID 114494989,homeowner,https://www.cian.ru/sale/flat/301732555/,Москва,sale,flat,5,5,1,33.5,-1,0,5000000,пос. Рогово, Школьная,18,,
736,Денис Каргин,realtor,https://www.cian.ru/sale/flat/282684542/,Москва,sale,flat,4,5,1,20.2,-1,0,5099000,Марфино,Гостиничная ,5,Окружная,
737,Владис,real_estate_agent,https://www.cian.ru/sale/flat/297665778/,Москва,sale,flat,4,9,1,26.8,-1,0,6182125,Люблино, Верхние Поля,27С2,Братиславская,
738,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/298940093/,Москва,sale,flat,2,4,1,37.2,-1,0,6300000,, Ирландская,4к2,Подольск,Ирландский квартал
739,ID 460587,unknown,https://www.cian.ru/sale/flat/300289417/,Москва,sale,flat,2,3,1,16.2,-1,0,6490000,Коньково,Миклухо-Маклая ,42Б,Беляево,
740,Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/297794824/,Москва,sale,flat,7,8,1,42.3,-1,0,7000000,,аллея Буковая,14,Коммунарка,Андерсен
741,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300484387/,Москва,sale,flat,9,9,1,35.1,-1,0,7220000,Люблино, Верхние Поля,27С2,Братиславская,
742,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300153125/,Москва,sale,flat,11,17,1,34.25,-1,0,7499000,, Генерала Пилипенко,1к1,Ольховая,Кленовые Аллеи
743,ID 99881729,realtor,https://www.cian.ru/sale/flat/300246179/,Москва,sale,flat,2,5,1,30.5,-1,0,7500000,, Симферопольская,3В,Щербинка,
744,Борис Самарин,realtor,https://www.cian.ru/sale/flat/299526999/,Москва,sale,flat,4,4,1,19.0,-1,0,7550000,Басманный, Казакова,8С2,Курская,
745,ID 114177474,homeowner,https://www.cian.ru/sale/flat/299499224/,Москва,sale,flat,2,14,1,30.0,-1,0,7600000,,бульвар Скандинавский,23к1,Потапово,Скандинавия
746,Евгения Башко,realtor,https://www.cian.ru/sale/flat/301560361/,Москва,sale,flat,5,5,1,31.0,-1,0,7800000,Капотня,3-й кв-л,8,Люблино,
747,Владис,real_estate_agent,https://www.cian.ru/sale/flat/296283974/,Москва,sale,flat,1,12,1,32.3,-1,0,7800000,Бирюлево Восточное,Загорьевская ,14К1,Царицыно,
748,ID 99881729,realtor,https://www.cian.ru/sale/flat/300777163/,Москва,sale,flat,3,16,1,33.0,-1,0,7750000,, Гренадерская,9к1,Коммунарка,"Новые Ватутинки, мкр. Десна"
749,Илья Миронов,realtor,https://www.cian.ru/sale/flat/301061416/,Москва,sale,flat,9,13,1,34.5,-1,0,7890000,,шоссе Рязановское,31к1,Силикатная,
750,Дмитрий Некипелов,realtor,https://www.cian.ru/sale/flat/298752003/,Москва,sale,flat,7,14,1,37.2,-1,0,7950000,Крюково,Зеленоград,к1501,Зеленоград — Крюково,
751,ID 521821,realtor,https://www.cian.ru/sale/flat/300923802/,Москва,sale,flat,10,12,1,35.0,-1,0,8000000,Бирюлево Восточное,Михневская ,7К1,Царицыно,
752,Офис на Серпуховской,real_estate_agent,https://www.cian.ru/sale/flat/301546590/,Москва,sale,flat,5,17,1,38.5,-1,0,8000000,Некрасовка,проспект Защитников Москвы,1,Некрасовка,
753,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/275891629/,Москва,sale,flat,1,12,1,39.1,-1,0,8000000,Бирюлево Восточное,Загорьевский проезд,7К2,Царицыно,
754,ID 94755097,homeowner,https://www.cian.ru/sale/flat/283252548/,Москва,sale,flat,4,9,1,32.0,-1,0,8000000,Гольяново,Щелковское шоссе,91К1,Щёлковская,
755,Владис,real_estate_agent,https://www.cian.ru/sale/flat/299098507/,Москва,sale,flat,9,9,1,32.8,-1,0,8100000,Выхино-Жулебино,Рязанский проспект,91К1,Выхино,
756,OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/301712776/,Москва,sale,flat,2,6,1,39.9,-1,0,8150000,, Жемчужная,1к3,Филатов Луг,Марьино Град
757,КРИГЕР,real_estate_agent,https://www.cian.ru/sale/flat/298277887/,Москва,sale,flat,1,12,1,37.5,-1,0,8200000,Марьино,Перервинский бульвар,21К3,Братиславская,
758,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/300844028/,Москва,sale,flat,8,9,1,32.8,-1,0,8150000,Вешняки,Реутовская ,8К1,Новогиреево,
759,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300153659/,Москва,sale,flat,8,17,1,42.3,-1,0,8190000,, Мостотреста,8с1,Щербинка,Калипсо-3
760,Азбука Жилья,real_estate_agent,https://www.cian.ru/sale/flat/300201277/,Москва,sale,flat,9,10,1,43.0,-1,0,8299999,Южное Бутово, Маршала Савицкого,26к2,Щербинка,
761,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300153272/,Москва,sale,flat,2,9,1,32.9,-1,0,8499000,Вешняки, Молдагуловой,32,Выхино,
762,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/298296711/,Москва,sale,flat,3,9,1,35.0,-1,0,8400000,Некрасовка,1-я Вольская ,13К2,Люберцы,
763,Владис,real_estate_agent,https://www.cian.ru/sale/flat/299098543/,Москва,sale,flat,13,18,1,41.2,-1,0,8400000,, Ленина,12,Кокошкино,
764,Сити Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300989943/,Москва,sale,flat,10,12,1,40.0,-1,0,8500000,Солнцево, Авиаторов,11К1,Солнцево,
765,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/301224949/,Москва,sale,flat,1,9,1,29.5,-1,0,8500000,Можайский, Багрицкого,22,Кунцевская,
766,БЕСТ на Проспекте Мира,real_estate_agent,https://www.cian.ru/sale/flat/298780356/,Москва,sale,flat,1,9,1,30.4,-1,0,8500000,Кузьминки, Федора Полетаева,38,Рязанский проспект,
767,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/300640454/,Москва,sale,flat,3,17,1,39.2,-1,0,8500000,, Генерала Пилипенко,1к3,Коммунарка,Кленовые Аллеи
768,ID 90239266,homeowner,https://www.cian.ru/sale/flat/274992411/,Москва,sale,flat,9,17,1,38.0,-1,0,8500000,Десеновское поселение, 3-я Нововатутинская,11,,
769,ХОРЕКА ИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/295014010/,Москва,sale,flat,6,22,1,17.3,-1,0,8590000,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
770,Владис,real_estate_agent,https://www.cian.ru/sale/flat/297471229/,Москва,sale,flat,9,9,1,34.6,-1,0,8645000,Люблино, Верхние Поля,27С2,Братиславская,
771,Доходная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/296150165/,Москва,sale,flat,12,22,1,17.5,-1,0,8600000,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
772,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/296521470/,Москва,sale,flat,4,9,1,32.6,-1,0,8700000,Орехово-Борисово Южное,Шипиловский проезд,63К1,Домодедовская,
773,Владис,real_estate_agent,https://www.cian.ru/sale/flat/297269769/,Москва,sale,flat,8,15,1,33.1,-1,0,8700000,,проспект Куприна,34к1,Бунинская аллея,Эко Бунино
774,ID 370145,unknown,https://www.cian.ru/sale/flat/301542572/,Москва,sale,flat,3,25,1,37.0,-1,0,8700000,, Никитина,11к1,Рассказовка,Город-парк Первый Московский
775,ХОРЕКА ИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/296124514/,Москва,sale,flat,22,22,1,17.2,-1,0,8780000,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
776,Дмитрий Шпак,realtor,https://www.cian.ru/sale/flat/297493910/,Москва,sale,flat,10,14,1,38.0,-1,0,8800000,Южное Бутово, Адмирала Лазарева,62,Бунинская аллея,
777,CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301205880/,Москва,sale,flat,8,9,1,30.0,-1,0,8950000,Северное Измайлово,Сиреневый бульвар,69К1,Щёлковская,
778,Наталья Котова,realtor,https://www.cian.ru/sale/flat/298083027/,Москва,sale,flat,13,14,1,38.7,-1,0,8900000,Бирюлево Западное,Востряковский проезд,15К2,Битца,
779,Elena Svetkina,realtor,https://www.cian.ru/sale/flat/294822279/,Москва,sale,flat,1,13,1,32.0,-1,0,8950000,Тропарево-Никулино, 26 Бакинских Комиссаров,3к3,Юго-Западная,
780,Ирина Бакика,realtor,https://www.cian.ru/sale/flat/297249616/,Москва,sale,flat,1,9,1,35.5,-1,0,8900000,Восточное Дегунино, 800-летия Москвы,7К1,Бескудниково,
781,Навигатор,real_estate_agent,https://www.cian.ru/sale/flat/297115762/,Москва,sale,flat,3,5,1,30.1,-1,0,9000000,Можайский,Гвардейская ,15К1,Рабочий посёлок,
782,Николай Лихачев,realtor,https://www.cian.ru/sale/flat/294105311/,Москва,sale,flat,3,16,1,40.0,-1,0,9050000,, 3-я Нововатутинская,2,Коммунарка,"Новые Ватутинки, мкр. Центральный"
783,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299944808/,Москва,sale,flat,4,16,1,36.0,-1,0,9100000,Новогиреево,Мартеновская ,33,Новогиреево,
784,SC Realty,real_estate_agent,https://www.cian.ru/sale/flat/299359436/,Москва,sale,flat,5,9,1,33.0,-1,0,9200000,Вешняки, Красный Казанец,1К2,Вешняки,
785,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/301255257/,Москва,sale,flat,7,9,1,33.0,-1,0,9200000,Орехово-Борисово Северное,Ореховый бульвар,11К1,Домодедовская,
786,Анна Иванова,realtor,https://www.cian.ru/sale/flat/298956219/,Москва,sale,flat,12,12,1,36.3,-1,0,9200000,Преображенское,Большая Черкизовская ,32К4,Локомотив,
787,ID 42957255,homeowner,https://www.cian.ru/sale/flat/301470294/,Москва,sale,flat,6,9,1,35.0,-1,0,9200000,Метрогородок,Открытое шоссе,21К13,Бульвар Рокоссовского,
788,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300932908/,Москва,sale,flat,5,9,1,32.4,-1,0,9300000,Чертаново Центральное, Красного Маяка,5К1,Пражская,
789,ID 111427239,homeowner,https://www.cian.ru/sale/flat/301274860/,Москва,sale,flat,8,16,1,35.0,-1,0,9400000,Марьино,Белореченская ,28К1,Братиславская,
790,Азбука Жилья,real_estate_agent,https://www.cian.ru/sale/flat/300756677/,Москва,sale,flat,33,33,1,21.6,-1,0,9500000,Метрогородок,Открытое шоссе,18Ак3,Бульвар Рокоссовского,Лосиноостровский парк
791,ЗелАН,real_estate_agent,https://www.cian.ru/sale/flat/297245406/,Москва,sale,flat,2,12,1,35.1,-1,0,9500000,Дмитровский,Ангарская ,67К1,Лианозово,
792,Зиля Карамова,realtor,https://www.cian.ru/sale/flat/263316279/,Москва,sale,flat,1,16,1,37.7,-1,0,9450000,Чертаново Центральное,Варшавское шоссе,142К2,Пражская,
793,Валентина Свириденко,realtor,https://www.cian.ru/sale/flat/300097079/,Москва,sale,flat,2,9,1,33.0,-1,0,9500000,Коптево,проезд Черепановых,72,Лихоборы,
794,ID 86144819,unknown,https://www.cian.ru/sale/flat/300795150/,Москва,sale,flat,9,9,1,32.0,-1,0,9500000,Ивановское,Свободный проспект,9К1,Новогиреево,
795,ID 102841374,homeowner,https://www.cian.ru/sale/flat/301377755/,Москва,sale,flat,5,9,1,32.9,-1,0,9500000,, Николо-Хованская,26к1,Коммунарка,Николин Парк
796,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/301211382/,Москва,sale,flat,8,16,1,35.0,-1,0,9600000,Марьино,Белореченская ,28К1,Братиславская,
797,ID 12471569,realtor,https://www.cian.ru/sale/flat/300946150/,Москва,sale,flat,9,17,1,41.4,-1,0,9600000,Некрасовка,Рождественская ,10,Некрасовка,
798,ID 115279051,homeowner,https://www.cian.ru/sale/flat/301275095/,Москва,sale,flat,8,14,1,48.0,-1,0,9700000,,,1,Силикатная,
799,ID 81527006,unknown,https://www.cian.ru/sale/flat/300830028/,Москва,sale,flat,16,17,1,37.4,-1,0,9720000,Некрасовка, Недорубова,11,Некрасовка,Некрасовка
800,ID 67816734,unknown,https://www.cian.ru/sale/flat/299521408/,Москва,sale,flat,3,17,1,40.0,-1,0,9700000,, Летчика Грицевца,4к1,Пыхтино,Солнцево парк
801,ID 20798,realtor,https://www.cian.ru/sale/flat/300401720/,Москва,sale,flat,3,9,1,32.0,-1,0,9800000,Бескудниковский,Бескудниковский бульвар,20К3,Селигерская,
802,Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/299884223/,Москва,sale,flat,9,16,1,40.0,-1,0,9800000,Гольяново,Новосибирская ,5К2,Щёлковская,
803,ID 207039,realtor,https://www.cian.ru/sale/flat/295252931/,Москва,sale,flat,5,15,1,39.0,-1,0,9780000,,проспект Куприна,34к1,Бунинская аллея,Эко Бунино
804,ID 295987,unknown,https://www.cian.ru/sale/flat/300081094/,Москва,sale,flat,4,12,1,36.0,-1,0,9790000,Гольяново,Байкальская ,37,Щёлковская,
805,Азбука Жилья,real_estate_agent,https://www.cian.ru/sale/flat/300146260/,Москва,sale,flat,15,22,1,41.0,-1,0,9900000,Ново-Переделкино,Новопеределкинская ,15,Новопеределкино,
806,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299567278/,Москва,sale,flat,2,16,1,38.5,-1,0,9900000,Братеево,Алма-Атинская ,7К2,Алма-Атинская,
807,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/296478167/,Москва,sale,flat,11,12,1,43.2,-1,0,9900000,Косино-Ухтомский,Салтыковская ,6/2к4,Улица Дмитриевского,мой адрес На Салтыковской
808,Владис,real_estate_agent,https://www.cian.ru/sale/flat/299429846/,Москва,sale,flat,9,17,1,36.4,-1,0,9900000,, Летчика Грицевца,8,Пыхтино,Солнцево парк
809,ID 110130041,homeowner,https://www.cian.ru/sale/flat/299685496/,Москва,sale,flat,2,9,1,26.3,-1,0,9900000,Лефортово,Шепелюгинская ,7/14,Площадь Ильича,
810,Московский Риэлторский Центр,real_estate_agent,https://www.cian.ru/sale/flat/300822573/,Москва,sale,flat,1,12,1,34.0,-1,0,10000000,Бутырский, Гончарова,11,Тимирязевская,
811,do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/300304173/,Москва,sale,flat,10,17,1,40.0,-1,0,10000000,,бульвар Скандинавский,19,Бульвар Адмирала Ушакова,Скандинавия
812,На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/300638800/,Москва,sale,flat,11,22,1,42.0,-1,0,10000000,, Летчика Ульянина,4,Пыхтино,Солнцево парк
813,CENTURY 21 Aurum,real_estate_agent,https://www.cian.ru/sale/flat/300817546/,Москва,sale,flat,6,17,1,39.0,-1,0,10000000,,проезд Чечерский,130,Бунинская аллея,Новое Бутово
814,ID 386789,unknown,https://www.cian.ru/sale/flat/301082349/,Москва,sale,flat,12,17,1,37.0,-1,0,9990000,, Радужная,8,Рассказовка,Град Московский
815,Андрей Марков,realtor,https://www.cian.ru/sale/flat/301037658/,Москва,sale,flat,5,5,1,40.0,-1,0,9950000,Котловка,Нагорная ,24К1,Нагорная,
816,ID 81094278,unknown,https://www.cian.ru/sale/flat/300967110/,Москва,sale,flat,5,9,1,42.0,-1,0,9990000,, Золотошвейная,5,Филатов Луг,Цветочные Поляны
817,ID 89413947,realtor,https://www.cian.ru/sale/flat/301386373/,Москва,sale,flat,2,10,1,36.0,-1,0,10100000,, Николо-Хованская,16,Коммунарка,Николин Парк
818,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300348297/,Москва,sale,flat,7,9,1,33.0,-1,0,10200000,Ясенево, Рокотова,7К2,Новоясеневская,
819,Дарья Савченко,realtor,https://www.cian.ru/sale/flat/301352875/,Москва,sale,flat,9,17,1,38.0,-1,0,10200000,Ховрино, Дыбенко,6К1,Беломорская,
820,Елена Никифорова,realtor,https://www.cian.ru/sale/flat/287238519/,Москва,sale,flat,10,22,1,38.5,-1,0,10200000,Некрасовка,Покровская ,39,Некрасовка,
821,ID 55195556,homeowner,https://www.cian.ru/sale/flat/301402461/,Москва,sale,flat,2,17,1,32.65,-1,0,10200000,Молжаниновский,Северный ао,к2,Новоподрезково,Молжаниново ЖК
822,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/301727795/,Москва,sale,flat,9,24,1,36.5,-1,0,10300000,Чертаново Северное,Северное Чертаново мкр,5кБ,Чертановская,
823,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/298873227/,Москва,sale,flat,2,9,1,33.0,-1,0,10300000,Чертаново Северное,Чертановская ,13,Южная,
824,Татьяна Тарасенко,realtor,https://www.cian.ru/sale/flat/301301505/,Москва,sale,flat,5,5,1,32.9,-1,0,10300000,Лосиноостровский,Янтарный проезд,1/8,Бабушкинская,
825,Елена Дегтярева,realtor,https://www.cian.ru/sale/flat/300138776/,Москва,sale,flat,6,17,1,38.4,-1,0,10300000,Митино,Митинская ,48,Митино,
